epoch,train_loss,train_ppl,train_acc,val_loss,val_ppl,val_acc
1,2.5676338518196755,13.03494531091466,0.32065745983046556,2.3205158369881764,10.180924649304243,0.3717075892857143
2,2.2737052884661715,9.715332313444666,0.3838542984564777,2.148482745034354,8.571842854590603,0.42045200892857143
3,2.140075931664903,8.500083029838898,0.4207501739625506,2.0273973328726633,7.59429519259001,0.45424107142857145
4,2.0414557114303835,7.701812659120552,0.4474445296685223,1.9413988658360073,6.968492141338347,0.47765066964285713
5,1.9677052203460261,7.154240231842229,0.4665201163967611,1.8765774999346052,6.531113829882958,0.4933314732142857
6,1.9078443552318372,6.738547216867001,0.48187527675860325,1.8210575239998954,6.178388790705731,0.5063058035714286
7,1.8558773815873182,6.397308669857048,0.4950381136133603,1.7673394748142788,5.855254567845702,0.5234654017857143
8,1.8119488631182836,6.122367469355097,0.5054392949772267,1.736656870160784,5.678328266649409,0.5285435267857143
9,1.7746929789361683,5.898469903785134,0.5146266921811741,1.7017066274370467,5.483297356718892,0.5368303571428571
10,1.7422479825463855,5.710165357590318,0.522464891194332,1.6763191495622907,5.345842465567518,0.5432756696428571
11,1.7139547662696375,5.550870522001587,0.5295993326163968,1.6547668184552873,5.231859806777935,0.5500279017857143
12,1.6876923318816583,5.4069887614637215,0.53566429972166,1.6283311026436942,5.095363979262537,0.5566127232142857
13,1.6633336481295133,5.276872792619725,0.5416037370318826,1.6068231582641601,4.986943306611026,0.5633370535714286
14,1.6416833564820077,5.1638548084228155,0.5467504586285425,1.5910900933401926,4.909097387005328,0.5651785714285714
15,1.621810168872478,5.062245547121498,0.5519634046052632,1.572276360648019,4.817602321614943,0.5710100446428571
16,1.6042248324344033,4.974002422603159,0.5560248371077935,1.557665170942034,4.747723172106435,0.5725725446428571
17,1.585397238673469,4.881230006770966,0.5603719240258097,1.551702104296003,4.719496425042123,0.5749720982142857
18,1.5696809880646616,4.805115060189349,0.5641457252656883,1.5377835954938617,4.654263100913004,0.5792131696428572
19,1.5539573025606905,4.73015183570585,0.5679294107413968,1.5196348326546805,4.570555872615034,0.5852678571428571
20,1.538846417959885,4.659212385939208,0.5716261149418016,1.5119613374982561,4.535617953676146,0.5858537946428571
21,1.526250526489999,4.600893512544301,0.5745765593370445,1.5053965704781669,4.50594019887415,0.5878348214285715
22,1.5129494922846436,4.540102061397675,0.5774271729504049,1.4957336970738002,4.4626095555771785,0.5892020089285714
23,1.4996745504348383,4.480230743897658,0.5811268424215587,1.4847915376935685,4.4140451548286945,0.5931082589285714
24,1.4868709437760264,4.4232332968003005,0.5843243927125507,1.477071680341448,4.380100548228635,0.5958147321428572
25,1.4763575034585559,4.376973498438594,0.58665015340334,1.4733182634626116,4.363691020064874,0.5972377232142857
26,1.4637433888941158,4.322108616723128,0.5899079975328947,1.4649573598589216,4.327358717180558,0.5975446428571428
27,1.4536922557151268,4.2788841188911695,0.5922199202935222,1.4592944281441824,4.302922436059133,0.6000837053571428
28,1.4417393974929686,4.228043673288045,0.59519507527834,1.4564071655273438,4.290516686912371,0.6015066964285715
29,1.4309766524233798,4.182782322190591,0.5973528039600202,1.4536694935389927,4.27878672328567,0.6031808035714286
30,1.420816723634357,4.1405007044760715,0.6001332394989879,1.4457596506391253,4.245075692742665,0.6029854910714286
31,1.4108592599992327,4.09947640722048,0.6017463467864372,1.4413699558803013,4.22648194651615,0.6059151785714286
32,1.401642503043418,4.061866118220176,0.604241127909919,1.4385706084115164,4.214667099623611,0.6069754464285714
33,1.3917171269775885,4.021749982663476,0.6065194442687247,1.4341473034449985,4.196065512285754,0.6071707589285714
34,1.3812535156605215,3.9798873531235825,0.6088629965840081,1.4292480741228377,4.1755583008745765,0.6090401785714286
35,1.3712976176729086,3.940460590710185,0.6119814729883604,1.4310051236833845,4.1829014129689535,0.6103515625
36,1.362892461209162,3.9074792039326596,0.6143062452555668,1.4272088595799037,4.1670521175765805,0.6084263392857143
37,1.3533496026568084,3.8703680375296066,0.6158185333375507,1.422546740940639,4.147670042102444,0.612890625
38,1.34445801823728,3.836106877113771,0.6181146413208503,1.4164336885724749,4.122392458243457,0.6141741071428571
