epoch,train_loss,train_ppl,train_acc,val_loss,val_ppl,val_acc
1,2.649543355833664,14.147576761701325,0.3072544360450405,2.3922631672450474,10.93822097521336,0.35655691964285713
2,2.3682047770573544,10.678205307659322,0.36125003953694335,2.247248595101493,9.461667112755052,0.3943638392857143
3,2.254097763826007,9.52669410343373,0.39095315662955465,2.1363390377589635,8.468378396684535,0.4246372767857143
4,2.163188972936468,8.698833819467177,0.4159968449519231,2.047559452056885,7.748966286305871,0.45
5,2.090457011813577,8.088610910482423,0.4346236873734818,1.9767268998282297,7.219075515980407,0.46676897321428573
6,2.0314704049454044,7.625290384225196,0.45113332648026316,1.915348025730678,6.789301237404384,0.4833426339285714
7,1.9810726560561762,7.250516125495092,0.4643317465840081,1.8698291778564453,6.487188149247285,0.4972935267857143
8,1.9399305070460084,6.958267403278688,0.4747546732667004,1.8299969400678362,6.23386758328361,0.5063616071428572
9,1.9023047627707725,6.701321614035705,0.4843463357160931,1.7974943842206683,6.034508346593387,0.5166294642857143
10,1.8701530308858585,6.489289385009211,0.4924089068825911,1.7684401648385184,5.86170293631431,0.5219587053571428
11,1.8395404193082803,6.293645158475172,0.49933083723431176,1.7430146217346192,5.714544672587499,0.5281529017857143
12,1.813417694346625,6.131366801517545,0.5055213341346154,1.716962160382952,5.567589304716613,0.5353236607142857
13,1.789967539339413,5.989258047954992,0.5118937009741903,1.694260243007115,5.442618260717222,0.5390345982142857
14,1.7683289330980556,5.861050965155243,0.5164938243294535,1.6796386991228376,5.363617741206313,0.544140625
15,1.7481263692562397,5.74383076995224,0.5211829058071862,1.6644974436078752,5.2830175682531655,0.5465680803571429
16,1.7294701554997247,5.637666030602201,0.5263513727226721,1.6418523515973773,5.164727548404237,0.5513392857142857
17,1.7129052472018038,5.545047833591396,0.529777248861336,1.6275256838117327,5.09126172939435,0.5570033482142858
18,1.6972950378410248,5.4591605790727336,0.5336311124114372,1.6129485947745188,5.017584260017312,0.5578125
19,1.6828711998124837,5.380983691856,0.5366645843876519,1.603477941240583,4.970288771015148,0.5616908482142857
20,1.667755378402679,5.300257362824837,0.5406716535931174,1.595056084224156,4.928605481382547,0.5637555803571429
21,1.6556818465954861,5.2366492966515406,0.5435509314903846,1.5808275767735072,4.858975322901056,0.5674386160714285
22,1.6439779692815866,5.175717460653229,0.5463511355010121,1.5730354581560408,4.821260739904351,0.5703404017857143
23,1.631829894988643,5.113222823723732,0.5491325594635628,1.5672154290335518,4.79328235846371,0.5702845982142857
24,1.6210757648413963,5.058529178410483,0.5515976878795547,1.560570308140346,4.7615360136861264,0.5714285714285714
25,1.6114457131397386,5.01004908843574,0.5539946150683198,1.549705982208252,4.710085130156776,0.5758091517857142
26,1.6012348911540228,4.959152658455282,0.5565220141700404,1.5403462273733957,4.66620555943802,0.577734375
27,1.5916679103364828,4.911934766576111,0.5589495824898786,1.533880615234375,4.636133007620817,0.5792689732142857
28,1.583417294479092,4.871575005094011,0.561271389486336,1.5314007214137486,4.624650134062057,0.5815011160714286
29,1.5761671013195022,4.836382874345405,0.5622874889296559,1.5280141285487583,4.6090148170848915,0.5805245535714286
30,1.567790968698046,4.796041876614027,0.5643908543142713,1.5196989059448243,4.570848732549728,0.5816127232142857
31,1.5599100483573882,4.758393200601901,0.5664299721659919,1.5110619272504533,4.531540406377278,0.5855189732142857
32,1.5537530135529245,4.729185616378105,0.5676971311993927,1.5108610834394183,4.530630365923258,0.5858816964285715
33,1.5475727165276223,4.700047976959434,0.5692973889802632,1.5040720530918665,4.499975953484415,0.5880022321428572
34,1.542710591424332,4.677251220953901,0.5703559906376519,1.5025478499276297,4.4931223004038445,0.5875558035714286
35,1.5383813535636253,4.657046055924421,0.5717012351341093,1.4961675780160086,4.4645462169257035,0.5900948660714286
36,1.532078371356856,4.627785090043701,0.5734171384741903,1.4949476650782993,4.459103179925325,0.5894810267857142
37,1.52853374394328,4.611410354462577,0.5742602637904858,1.4905911036900112,4.43971907785915,0.5916573660714286
38,1.5228469989560394,4.585260862960897,0.5758190077808705,1.4931636265345982,4.451155059966279,0.5898158482142857
39,1.51955822797922,4.570205760076038,0.5763171732667004,1.4874269485473632,4.4256933194468475,0.5902901785714286
40,1.5160333617978734,4.554124754696674,0.5768548756958503,1.4867530414036343,4.422711817843371,0.5922433035714286
41,1.5128091438579174,4.53946490992883,0.5779757480389676,1.4838931628635952,4.410081468467845,0.5922712053571428
42,1.5109123387317427,4.5308625906583995,0.5784155965334008,1.4826689856392996,4.404686050324663,0.5932198660714286
43,1.5083875926400003,4.5194377415308296,0.5787724174468624,1.4820624487740652,4.402015255904875,0.5932756696428572
44,1.506240132849226,4.5097428441308915,0.5794356496710527,1.4800191606794084,4.393029853549007,0.5933872767857142
45,1.5043503929246291,4.501228650368376,0.579825088562753,1.480255685533796,4.394069037186973,0.5937779017857143
46,1.5036403206195907,4.498033587062334,0.5800188195850202,1.4784859248570033,4.386299463764499,0.5938337053571429
47,1.5028121427968446,4.4943099575260925,0.5804636101973685,1.4792546544756209,4.389672638441949,0.5934988839285714
48,1.5014227126774036,4.4880697640652745,0.5808560143598178,1.4787377902439662,4.387404359912982,0.5934430803571429
49,1.5009975336823869,4.486161936686229,0.5809795673076923,1.4786223684038435,4.386897986852216,0.5938058035714285
50,1.5004521979976762,4.483716139445633,0.5807393803770243,1.4786054338727679,4.3868236974209625,0.5938895089285714
